gen,test(noise),test(lin_comp),test(amplification),test(n_components),amplitude0,acrophase0,amplification0,lin_comp0,test,amplitude,acrophase,amplification,lin_comp,p,n_components
1.0,1.0,0.0,0.0,3.0,1.0819332923051104,-2.11326352673908,0.0,0.0,test_43,1.1088808057161748,-1.6855792415656952,-0.0035176344917877407,9.999999999996172e-11,2.778097070166297e-07,1.0
1.0,1.0,0.0,0.0,3.0,1.2877485002239066,-1.6981581911296182,0.0,0.0,test_44,0.6279144321310289,-1.5597897459264642,0.008801806552652159,-1e-10,1.983512074676952e-05,1.0
1.0,1.0,0.0,0.0,3.0,1.1519704132537278,-0.5283158816847697,0.0,0.0,test_45,0.5880079287114603,-0.7295790747075391,0.01054433759047137,1e-10,0.00016498051653401902,1.0
1.0,1.0,0.0,0.0,3.0,1.408329224495038,1.8931319093704253,0.0,0.0,test_46,0.6158439652390604,2.1321319510849652,-0.0029128339379209897,-9.999999999986149e-11,0.05390958869391915,1.0
1.0,1.0,0.0,0.0,3.0,1.0906888664828671,0.09434212172942312,0.0,0.0,test_47,1.36655724155184,0.006289474781961069,-0.008590033304579386,-9.99999999999986e-11,2.770397717899442e-07,1.0
1.0,1.0,0.0,0.0,3.0,1.3361534343665409,-2.213895123250465,0.0,0.0,test_48,0.4441132136712742,-1.761052938949233,0.016875264370009052,1e-10,1.380114492688378e-06,1.0
1.0,1.0,0.0,0.0,3.0,1.0530761288105652,-2.1384214258669267,0.0,0.0,test_49,1.7686491644521884,-2.062947728483388,-0.017330233914136236,-1e-10,1.5442626344341906e-07,1.0
1.0,1.0,0.0,0.0,3.0,1.089304850390135,0.3459211130078854,0.0,0.0,test_50,0.7075277856028366,0.5975001042863468,0.004809568354832679,1e-10,6.0659149680675206e-05,1.0
1.0,1.0,0.0,0.0,3.0,1.4989397275189993,1.7673424137311953,0.0,0.0,test_51,0.6637162136432851,1.7296055650394253,0.008980289034658492,1e-10,0.00042148293785126967,1.0
1.0,1.0,0.0,0.0,3.0,1.1477175743489498,-0.07547369738353815,0.0,0.0,test_52,0.7284059643678211,1.0503422885875784,0.010702060419856637,-9.999999999999985e-11,1.7756293124726594e-07,1.0
1.0,1.0,0.0,0.0,3.0,1.1084373946940609,-1.9748950815359256,0.0,0.0,test_53,1.0191233594908296,-1.446579199851156,0.0010024095296082402,9.999999999999951e-11,5.3583219662423085e-06,1.0
1.0,1.0,0.0,0.0,3.0,1.082277875194004,-0.704421175579693,0.0,0.0,test_54,1.0395165955322383,-0.33963163822592346,0.003789927195270074,9.999999999997295e-11,2.3306923746524433e-07,1.0
1.0,1.0,0.0,0.0,3.0,1.1750373236363525,0.4088158608275005,0.0,0.0,test_55,0.5677067497768458,-0.5031579825569237,0.0069404720782506885,-1e-10,0.021200971307350103,1.0
1.0,1.0,0.0,0.0,3.0,1.0807712167465158,2.245342497160272,0.0,0.0,test_56,1.0746024866525248,2.3711319927995027,-0.002736810218315796,-9.99999999050484e-11,0.00045211674965994764,1.0
1.0,1.0,0.0,0.0,3.0,1.218356213583102,1.5157634224527332,0.0,0.0,test_57,1.139551212468396,1.8428161111147332,0.00032316837194607624,-9.999999809922085e-11,1.353354073252433e-07,1.0
1.0,1.0,0.0,0.0,3.0,1.184626633967531,-1.42142130072331,0.0,0.0,test_58,2.3537888572991363,-1.9371582328441568,-0.02791585151925249,-1e-10,7.4116190962314485e-09,1.0
1.0,1.0,0.0,0.0,3.0,1.149552152114259,-2.6667373075516956,0.0,0.0,test_59,1.0583139994978716,-2.8176847023187728,0.0013969747737462394,-9.999999999074509e-11,1.1872365401899287e-07,1.0
1.0,1.0,0.0,0.0,3.0,1.2756462939527429,1.6289739685280402,0.0,0.0,test_60,0.4008611639331068,1.7421845146033492,0.01883222677879881,1e-10,1.365500113337248e-05,1.0
1.0,1.0,0.0,0.0,3.0,1.2869558521637268,-2.44031621540108,0.0,0.0,test_61,1.328336501672211,-2.880579450138389,-0.009965160538452473,-9.999999999817694e-11,1.724289154014791e-06,1.0
1.0,1.0,0.0,0.0,3.0,1.1040290725180943,1.6038160694001953,0.0,0.0,test_62,1.0109078235842266,0.9245527929483472,-0.0008123563028452378,9.999999999995049e-11,1.3317659302014563e-05,1.0
1.0,1.0,0.0,0.0,3.0,1.3191264090610992,-0.9182633181663862,0.0,0.0,test_63,1.3975324951600412,0.08176317216550011,-0.004221030533823002,-9.999997829660691e-11,2.8437716514950754e-08,1.0
1.0,1.0,0.0,0.0,3.0,1.1980169865633998,1.528342372016657,0.0,0.0,test_64,1.6287755888836482,0.9371317425122704,-0.005104271307834914,-9.999999999989407e-11,3.292018868616964e-08,1.0
1.0,1.0,0.0,0.0,3.0,1.1851969249891487,2.748500479717197,0.0,0.0,test_65,1.0966173394007726,2.308237244979888,0.0006623447635856994,9.999999999999951e-11,1.619239453631849e-08,1.0
